30.0,75.6,20.0,74.0,49.6,42.4,40.0,83.8,30.0,41.6,30.0,77.6,30.0,20.0,60.0,48.8,30.0,40.4,20.0,39.4
20.0,50.0,41.6,38.6,50.8,95.8,53.6,20.4,39.6,50.8,20.0,31.0,86.0,40.0,60.0,52.0,40.0,58.4,94.4,79.2
31.0,50.8,91.2,26.6,60.8,84.6,93.8,64.4,40.0,51.4,43.2,22.0,81.2,30.8,35.2,92.6,10.0,81.8,41.6,30.0
53.2,96.8,47.0,56.2,76.0,20.8,29.6,40.0,59.6,133.6,40.0,0.0,40.2,36.4,57.6,65.0,49.2,90.4,102.2,76.0
35.6,13.2,32.4,79.8,44.2,96.8,73.2,46.4,67.2,47.0,33.2,66.4,111.8,50.6,50.0,58.2,65.2,0.0,40.2,64.0
55.6,20.0,97.2,43.2,85.2,42.4,81.2,104.0,85.0,83.6,91.6,40.0,40.0,55.6,100.8,31.0,31.2,99.4,120.0,26.0
31.4,36.0,80.4,45.6,53.4,60.4,10.0,68.6,97.6,80.2,71.2,86.4,113.4,100.2,102.6,47.6,84.2,100.8,40.2,13.2
65.2,40.0,97.0,38.0,67.0,84.0,76.6,30.2,32.2,37.8,82.2,88.0,32.4,92.8,115.8,77.6,48.8,70.0,90.0,47.0
86.4,70.0,54.4,40.0,55.2,74.8,75.6,76.8,118.4,51.6,130.8,44.0,23.6,11.0,103.0,120.2,57.8,98.0,36.4,136.0
23.6,72.2,3.2,107.2,72.0,86.8,96.6,66.4,98.8,65.2,30.0,82.4,53.4,87.0,53.8,28.8,49.8,115.2,30.8,60.0
135.0,80.6,87.4,50.8,117.4,20.0,117.2,84.0,106.0,62.4,108.8,118.0,82.8,3.2,87.6,62.4,42.4,59.2,29.6,49.2
81.2,1.0,54.4,96.8,90.8,102.0,43.2,27.2,53.2,47.2,39.6,93.0,138.0,131.8,99.0,76.4,86.2,119.0,74.6,34.4
27.6,50.0,110.6,62.6,85.2,90.0,50.4,46.4,51.6,30.0,83.8,110.8,51.0,110.0,67.4,58.6,133.8,50.4,82.0,89.2
73.4,82.4,78.6,100.0,55.6,91.8,71.0,91.0,99.2,118.8,41.6,88.6,96.8,27.6,101.4,70.8,76.4,60.6,40.4,102.2
92.6,58.8,96.2,30.0,90.4,67.4,80.6,82.0,106.0,85.2,76.6,125.2,55.4,112.2,102.8,92.8,78.4,81.2,73.2,132.8
34.6,98.4,124.2,52.6,73.6,109.6,73.4,80.8,76.8,84.0,125.2,29.6,28.8,81.0,76.4,79.6,77.8,47.0,82.6,132.8
152.0,20.0,47.2,86.6,80.2,63.4,86.0,85.2,81.2,93.4,109.0,104.6,141.8,84.0,117.0,47.6,52.4,62.2,100.4,85.0
97.2,108.4,110.0,97.6,105.0,116.0,114.8,129.8,71.0,41.2,64.0,84.6,107.0,85.6,120.8,92.4,128.4,140.8,82.8,69.8
95.4,91.2,112.8,107.6,124.0,130.6,97.6,46.4,70.0,91.8,113.2,148.0,43.2,81.2,109.4,101.2,108.6,18.8,105.8,121.0
73.8,184.2,120.0,89.2,101.6,54.8,100.2,104.2,103.4,124.0,51.2,153.0,76.2,110.8,120.6,106.4,86.8,110.4,85.0,85.8
92.6,78.0,62.0,101.6,58.6,64.2,94.2,95.2,98.0,117.0,98.0,116.0,80.0,52.4,76.6,99.4,110.4,100.0,25.2,127.2
110.4,117.0,100.6,110.0,98.0,102.6,87.6,89.0,72.8,97.0,99.0,38.0,132.0,80.0,98.0,97.4,133.4,100.4,137.8,114.0
97.8,99.4,128.4,24.4,96.2,75.4,95.2,117.2,118.6,106.4,82.4,123.6,76.4,83.6,74.0,85.8,122.2,118.8,108.4,115.8
70.2,123.0,119.0,102.2,110.0,114.6,75.6,142.4,86.6,109.2,84.6,108.0,76.4,114.8,103.8,78.4,170.4,95.2,99.2,143.8
124.8,124.4,87.2,98.6,10.0,31.6,137.2,81.2,94.8,103.4,24.0,134.0,92.2,81.0,131.2,120.4,61.2,107.4,104.8,157.8
60.0,117.0,173.6,124.2,124.8,100.4,89.8,122.0,20.0,102.8,63.2,158.2,108.4,88.8,146.2,121.4,128.2,110.0,104.0,104.6
130.0,99.8,115.6,109.6,93.2,40.0,109.6,176.6,60.0,118.4,107.8,89.2,118.4,40.0,40.0,67.8,117.0,30.0,104.4,102.0
159.2,52.8,41.6,122.0,102.6,112.0,115.4,125.8,109.8,110.2,113.8,87.6,96.4,87.6,112.8,131.2,50.0,40.0,130.0,111.2
118.4,152.2,150.4,89.4,156.2,23.4,86.2,125.4,148.6,126.6,101.8,70.0,141.6,124.4,124.4,77.8,110.4,151.6,109.2,113.2
106.0,57.8,140.4,133.2,123.2,78.8,151.6,129.8,123.2,108.6,161.6,139.2,138.0,109.4,100.8,112.8,164.8,97.8,24.6,20.0
104.0,128.0,10.0,135.4,92.4,145.8,96.0,198.0,108.6,99.0,20.0,104.2,125.8,132.4,97.2,90.4,106.8,114.0,29.6,94.0
