36.4,105.2,59.6,24.2,61.6,17.2,62.8,35.6,6.4,74.6,50.0,40.8,66.8,30.0,20.8,30.0,35.6,30.0,90.0,30.0,68.6,49.8,40.2,40.0,18.8,55.6,50.0,48.4,60.0,74.2,40.0,50.0,40.0,38.6,10.0,56.0,88.8,93.8,50.0,32.4
89.6,21.2,73.2,37.0,87.6,50.0,34.6,10.0,10.8,30.0,70.6,46.4,89.4,50.0,66.4,30.0,64.8,60.0,30.0,60.8,57.4,30.0,23.6,30.8,31.6,63.8,47.6,40.4,79.6,117.4,0.0,47.6,26.2,69.6,33.2,30.0,70.0,36.0,39.2,10.0
80.0,67.6,30.0,113.6,81.8,50.0,64.4,39.6,50.8,84.8,1.4,82.8,34.4,25.8,60.0,62.4,20.0,32.4,20.0,98.6,69.2,44.8,60.0,65.6,50.0,86.0,88.2,30.4,47.2,41.4,48.0,25.6,81.4,44.8,50.2,50.4,57.6,10.0,26.8,86.4
30.0,75.0,51.2,70.2,56.4,13.2,37.6,58.8,20.0,81.2,67.6,60.0,20.0,75.0,68.0,55.2,28.4,51.0,30.0,53.2,51.2,15.6,36.2,80.8,30.0,20.0,53.6,60.0,53.4,51.0,50.0,30.0,57.2,43.2,20.0,54.4,96.4,49.4,20.0,34.0
68.0,22.2,85.6,16.6,32.0,30.0,100.2,18.6,32.2,30.0,49.2,40.4,38.8,83.6,44.8,51.6,17.4,49.2,23.6,29.6,66.8,50.0,25.6,59.6,53.8,20.0,97.8,50.0,21.0,40.0,58.8,10.0,63.6,60.0,60.0,54.4,38.2,26.4,20.0,40.0
30.0,49.2,33.0,46.4,80.6,44.8,34.8,72.8,65.6,39.0,69.4,45.2,24.8,30.0,60.0,25.8,35.2,10.8,64.2,53.2,80.8,48.8,64.8,37.2,10.0,46.8,72.6,30.0,70.0,42.6,60.0,41.6,35.2,21.2,52.2,33.2,11.6,84.6,10.0,19.6
43.2,41.6,87.6,22.4,40.0,20.0,49.6,22.4,87.6,105.0,82.6,62.8,60.8,45.2,46.8,82.8,137.8,41.2,64.0,67.2,80.8,40.8,34.4,30.0,108.6,39.2,36.0,20.0,67.8,28.0,62.8,49.6,20.8,35.6,60.0,40.0,40.0,81.0,60.0,38.0
71.2,60.0,42.4,50.8,30.0,36.6,31.6,115.6,78.8,36.4,48.4,45.2,145.0,77.2,90.4,36.4,55.8,48.8,36.0,35.6,50.0,31.6,52.8,61.0,77.2,41.2,71.0,64.8,30.0,47.8,46.6,62.4,72.8,70.0,53.2,12.8,10.0,60.2,20.8,65.0
81.2,28.8,40.0,55.2,50.4,84.4,78.0,80.4,58.4,55.8,97.0,20.8,62.0,42.0,50.0,24.0,56.0,45.6,58.4,71.4,63.4,10.0,50.0,30.0,45.2,60.4,40.0,100.6,55.4,40.0,70.4,23.2,90.2,64.4,82.8,41.2,49.8,79.6,77.4,58.4
30.0,46.4,37.2,54.0,82.0,61.2,70.2,40.0,10.0,160.0,40.8,62.6,92.2,13.2,9.6,33.2,61.0,104.2,10.0,14.8,21.0,23.2,85.8,20.6,60.8,120.6,33.2,49.2,36.4,30.0,40.0,61.2,8.8,80.0,15.2,0.0,40.0,73.2,50.0,63.2
