126.6,20.8,42.6,131.4,31.2,62.2,30.0,45.6,60.0,21.2
10.0,30.0,30.0,94.0,93.6,30.0,8.8,50.0,36.4,34.0
130.2,118.6,26.4,158.0,34.4,0.0,26.4,44.0,22.0,84.4
100.4,102.4,105.8,115.8,110.8,50.0,95.0,43.6,41.6,35.2
107.2,108.8,93.4,105.4,39.2,36.4,87.2,40.0,36.2,24.8
97.4,94.4,29.2,114.0,42.4,30.0,23.2,50.0,49.0,20.0
122.6,141.6,133.0,106.6,105.0,30.0,10.0,40.0,30.0,95.2
116.8,131.0,81.8,110.8,82.8,43.2,30.8,0.0,34.4,40.0
99.4,95.2,101.8,41.0,83.2,30.0,1.2,132.4,43.6,82.2
40.0,111.2,91.6,35.0,99.6,64.4,55.8,78.0,60.8,90.8
56.2,77.6,50.0,107.4,122.6,10.0,27.6,76.4,41.2,30.0
134.6,143.4,96.8,93.0,138.4,30.4,102.2,30.0,14.0,13.2
39.8,143.0,103.2,123.8,117.6,50.8,80.4,10.0,10.2,134.0
81.2,77.0,112.6,20.0,93.6,120.0,0.6,79.0,51.8,50.4
107.0,70.0,75.6,60.8,112.0,100.0,96.0,40.0,46.2,31.2
0.0,96.0,40.0,90.4,30.0,109.4,76.8,70.8,30.0,0.0
96.2,91.6,50.4,25.2,78.2,70.2,43.6,38.4,92.4,72.0
30.0,144.0,50.2,30.0,51.2,58.4,51.2,67.8,20.0,31.8
138.4,22.4,29.6,85.4,129.0,95.8,105.8,58.0,10.0,68.6
139.0,108.6,78.0,84.8,118.6,55.8,51.6,52.8,27.2,32.2
104.4,103.4,17.6,60.0,20.0,60.8,50.8,23.2,23.0,113.4
24.4,109.6,125.8,103.2,88.6,50.2,20.8,49.6,20.0,94.4
39.6,116.8,16.4,105.2,157.2,53.2,40.0,23.2,27.0,50.8
137.2,127.0,138.8,117.8,23.2,49.0,104.4,43.2,20.0,35.4
82.8,54.2,49.6,104.4,108.6,0.8,0.0,34.6,68.4,20.0
62.2,89.6,56.4,20.0,33.6,0.0,62.4,93.4,29.6,61.2
136.0,83.4,22.8,80.0,45.8,44.4,72.4,37.4,79.6,49.0
68.6,20.0,13.6,40.2,153.0,50.4,61.8,75.4,41.6,35.6
23.6,135.6,163.8,33.8,99.6,29.6,23.2,93.2,80.8,79.8
43.6,141.6,123.0,54.4,101.6,45.8,41.6,84.4,35.6,51.6
84.8,91.8,48.4,18.8,157.8,36.0,77.4,25.2,63.2,40.0
8.4,26.4,150.8,26.0,81.8,32.4,33.2,23.2,53.2,37.4
57.4,51.0,36.6,40.8,29.2,32.0,20.0,66.6,26.4,49.4
78.8,76.6,56.2,28.4,62.4,57.6,30.8,56.8,55.0,0.8
50.4,26.2,69.2,28.4,50.8,55.2,54.0,10.0,26.6,19.6
79.6,16.0,60.2,40.0,63.6,68.0,10.0,44.4,62.8,41.6
53.4,50.0,39.0,102.0,88.0,93.6,60.8,40.2,44.8,36.2
100.8,50.8,27.2,76.4,60.4,42.0,34.8,47.0,13.8,49.2
59.4,37.2,31.2,68.4,66.4,106.0,63.4,29.2,77.2,30.0
41.6,66.0,66.4,60.4,2.4,51.6,0.0,81.4,52.6,57.4
45.2,132.2,63.6,69.6,60.0,10.6,50.0,68.0,72.0,58.6
139.4,70.8,13.8,134.2,125.4,105.2,98.2,62.6,20.0,89.0
42.6,130.8,150.2,33.2,109.2,40.0,82.2,60.4,34.2,106.4
81.0,131.8,34.4,136.4,127.6,26.8,34.6,86.4,38.0,20.0
95.8,74.2,61.6,174.4,56.0,23.2,10.0,66.8,38.8,40.0
85.2,42.0,138.2,86.0,167.0,20.0,29.6,58.8,67.2,30.0
133.0,117.0,82.6,116.6,115.4,68.8,47.0,101.4,20.0,112.8
116.0,97.6,97.4,39.6,123.0,21.6,110.8,36.4,26.0,59.6
35.4,69.2,143.8,82.8,48.0,63.2,41.2,36.4,96.8,28.8
10.0,24.0,32.4,107.2,67.0,23.2,18.4,71.8,33.2,0.0
