98.8,28.0,45.6,20.0,13.6,30.0,22.4,41.2,0.0,64.0,30.0,0.0,30.0,69.6,10.0,40.4,62.4,40.0,52.0,30.0
38.0,30.0,34.0,10.0,71.6,47.2,40.8,13.6,40.0,40.0,48.0,26.0,33.6,60.0,40.0,40.8,72.8,23.2,20.0,31.6
59.6,94.6,80.8,70.0,50.0,40.0,10.0,50.0,40.0,60.0,10.0,80.0,60.0,24.0,11.0,20.0,10.0,44.2,3.2,0.0
121.2,10.0,10.0,30.0,29.2,60.0,27.0,21.6,76.4,57.6,28.8,40.0,30.0,45.6,30.0,98.8,50.0,70.8,10.0,30.0
20.0,30.0,75.4,10.0,20.8,22.8,50.0,74.0,10.0,40.0,58.0,63.6,10.0,40.0,60.8,52.0,0.0,55.6,70.0,40.0
40.0,20.8,10.8,0.0,38.4,31.6,40.0,40.0,50.0,0.8,33.4,48.8,24.0,30.0,44.6,46.0,61.6,10.0,20.0,80.0
40.0,0.0,61.6,40.0,33.0,60.0,30.8,36.4,48.8,103.2,16.4,60.0,30.0,110.0,10.0,28.0,0.0,77.6,30.6,10.0
56.8,44.0,40.0,53.6,40.0,54.0,40.0,69.2,75.0,68.6,21.6,0.0,20.0,110.2,30.6,40.0,18.2,10.8,60.0,50.0
40.0,32.8,138.8,26.4,111.8,70.8,39.4,28.0,74.4,50.0,41.0,20.0,30.0,182.6,1.8,48.0,40.0,64.8,10.0,64.0
61.8,64.8,36.6,85.8,36.4,30.0,70.0,20.8,60.4,58.0,10.0,40.2,16.4,51.8,79.2,129.6,80.2,36.0,0.0,21.6
10.0,57.6,58.6,71.6,59.8,126.4,30.0,56.8,50.0,60.4,32.2,52.8,68.4,21.8,41.8,80.0,34.8,63.8,39.2,0.0
65.6,83.4,36.2,125.2,30.8,30.2,20.0,53.2,30.0,102.8,69.2,20.0,116.2,32.4,30.0,22.6,125.6,60.0,16.2,125.4
105.2,108.8,78.6,10.8,31.0,76.8,115.0,44.0,47.6,20.0,58.8,46.6,56.0,155.6,62.0,108.0,17.2,18.8,107.8,30.0
83.0,55.8,54.4,72.0,60.0,57.2,72.6,136.4,68.0,30.8,91.2,143.6,139.6,47.2,89.6,72.8,43.6,44.0,50.0,73.4
30.0,20.0,120.2,108.4,15.8,77.6,59.8,121.0,47.6,134.4,82.0,74.0,118.8,26.0,39.4,32.4,30.4,138.6,71.0,60.6
129.4,121.8,129.8,25.6,29.0,127.0,76.2,51.2,53.2,103.4,121.8,91.6,26.0,167.2,72.0,61.2,37.0,104.8,77.4,132.4
128.6,14.8,122.4,30.0,142.0,45.6,134.4,128.8,3.0,135.6,142.8,13.8,148.2,10.0,104.0,65.6,70.8,30.0,40.0,158.8
101.4,54.0,118.4,34.8,93.2,27.0,51.0,138.2,78.8,122.0,117.8,112.2,143.2,0.4,103.8,137.2,145.4,97.6,56.8,182.2
89.8,38.8,10.0,160.8,100.8,99.6,20.8,53.0,187.2,112.8,1.6,27.8,115.2,36.6,130.8,169.4,109.4,38.0,151.2,118.0
137.2,70.0,135.6,116.4,131.4,134.6,141.2,42.4,170.0,34.4,60.2,142.8,114.0,77.0,62.6,133.4,40.0,44.8,22.4,22.8
75.6,26.2,126.0,122.6,149.0,108.2,75.8,116.4,21.6,141.6,53.2,140.2,118.4,61.6,142.6,38.0,104.4,98.2,45.2,71.2
114.4,113.6,37.4,155.0,140.0,47.2,60.0,128.2,59.8,144.0,55.8,2.4,156.0,117.2,40.4,71.8,49.6,53.8,124.0,158.0
50.8,108.0,114.0,137.2,108.0,30.0,67.2,149.2,85.2,137.6,27.2,121.4,38.4,116.2,40.4,198.8,20.0,70.0,20.0,40.0
113.2,60.0,104.8,39.6,81.2,143.0,20.0,94.6,76.2,113.8,138.0,156.8,126.6,109.2,151.0,116.0,46.4,98.4,137.6,46.0
39.6,120.4,44.6,73.6,10.0,80.6,32.4,116.8,194.6,127.6,161.6,86.6,20.0,17.2,151.6,124.4,66.2,78.8,25.2,20.0
60.0,96.2,100.8,111.6,74.4,115.8,67.2,84.0,135.2,118.0,111.2,32.4,66.4,154.6,49.6,158.4,132.6,77.0,181.6,38.4
36.0,136.4,124.4,138.0,32.8,30.0,140.0,194.8,32.8,82.6,138.4,104.2,147.8,73.8,63.8,33.6,103.0,17.6,109.8,104.2
122.8,104.4,150.0,196.8,24.2,95.0,77.8,30.2,24.0,138.4,60.0,50.4,104.6,170.4,37.2,137.0,169.0,149.2,28.0,175.6
207.4,76.0,162.2,59.6,115.8,27.0,99.0,20.0,153.4,120.0,19.6,112.0,143.2,117.2,155.0,176.8,63.4,21.6,108.8,175.6
164.0,77.6,163.8,169.6,50.0,98.4,136.4,103.6,170.4,171.2,161.4,138.2,50.6,40.6,56.0,13.2,182.6,176.4,182.8,99.8
44.4,149.6,160.0,137.8,35.4,50.8,165.8,110.2,60.6,145.8,50.8,41.4,40.0,157.4,151.4,148.0,0.8,84.0,168.0,183.4
40.8,57.2,126.8,23.2,106.6,10.0,139.2,40.0,160.0,40.0,128.0,72.4,136.2,187.6,139.8,138.8,156.0,175.8,115.2,137.6
