46.0,14.4,18.4,65.2,68.0,41.4,46.4,78.0,44.6,64.8,72.0,50.0,56.0,16.6,49.4,11.6,60.4,10.0,56.6,47.4,92.2,40.0,89.0,36.6,10.0,40.0,23.2,29.6,77.6,20.0,22.4,50.0,20.0,30.2,51.2,20.0,60.0,0.4,51.6,29.6
34.8,48.0,92.6,10.0,25.6,48.4,31.6,87.0,61.0,10.0,103.8,38.0,24.0,54.0,53.0,25.2,42.8,40.0,10.0,36.0,0.0,39.6,0.0,20.8,20.0,30.0,20.0,10.0,26.4,74.4,50.0,42.0,50.8,50.0,84.8,30.0,42.2,55.2,51.0,40.4
30.0,41.6,31.6,40.0,20.0,30.8,44.4,37.6,30.8,40.0,51.2,25.6,50.0,40.0,35.2,62.8,61.6,32.4,30.0,74.4,51.6,40.0,37.2,27.2,82.0,20.0,50.4,80.0,42.8,45.2,40.4,39.8,20.0,70.0,83.6,10.0,42.4,50.6,8.0,24.6
40.0,10.8,39.6,43.2,20.0,30.0,90.4,26.0,24.2,0.0,41.0,10.0,63.0,38.0,50.0,58.4,10.0,20.0,40.8,45.6,55.2,30.0,43.2,38.0,40.0,41.0,20.0,40.0,68.4,50.0,61.6,30.0,57.2,26.8,60.4,65.0,28.0,50.8,38.4,17.2
64.2,38.2,50.0,56.2,30.8,30.0,95.8,95.2,50.0,50.4,88.0,26.4,86.8,46.8,20.0,25.2,40.8,23.4,56.2,10.0,91.8,60.0,50.0,47.6,24.6,77.4,42.0,68.0,44.4,26.4,85.4,40.0,30.0,23.2,30.0,0.0,30.0,30.0,79.2,68.2
40.4,36.0,40.4,10.0,40.4,30.0,76.4,80.8,10.0,20.0,67.6,115.4,82.8,77.4,40.0,126.8,35.6,44.4,50.0,54.4,52.8,44.4,64.2,61.2,10.0,30.0,40.8,16.8,90.2,44.0,72.8,24.0,80.4,50.0,111.0,108.4,40.0,40.0,75.6,42.4
49.2,58.6,86.6,20.8,80.4,65.4,41.8,50.0,14.8,20.0,48.8,81.6,44.0,30.0,33.2,10.0,40.8,90.2,68.0,0.0,44.0,18.0,30.0,20.0,20.0,50.0,75.6,54.0,63.8,45.2,30.0,30.2,60.0,37.0,40.0,34.4,90.2,20.0,30.8,42.4
43.8,49.6,20.0,95.2,1.6,42.4,50.0,40.0,126.4,48.8,30.0,84.4,104.6,20.4,24.0,30.0,89.6,10.0,85.2,40.0,10.0,40.0,53.0,42.0,70.0,25.6,0.0,22.0,59.4,30.0,91.6,30.0,37.6,60.0,52.4,34.0,96.4,40.0,20.0,49.8
40.0,120.8,50.0,214.6,51.6,86.4,48.4,10.0,59.2,100.6,23.8,78.4,78.4,57.2,67.2,60.0,60.0,77.0,70.0,20.0,0.0,30.0,60.0,22.2,0.0,29.2,10.0,26.4,40.0,41.6,56.2,49.6,37.2,20.8,68.8,28.0,34.8,33.8,80.8,17.8
69.0,20.0,21.2,38.0,45.4,42.4,30.0,68.4,33.6,15.2,50.0,50.4,54.0,49.2,35.8,52.8,52.0,63.8,79.8,82.6,19.6,60.0,80.6,35.6,64.4,46.4,34.0,30.0,20.8,34.0,64.8,32.0,38.0,10.8,52.8,30.0,50.0,50.4,54.0,52.8
38.0,30.8,100.8,29.8,48.8,40.0,30.0,50.0,20.0,78.8,27.6,78.8,70.0,1.6,20.0,100.6,34.2,54.6,38.4,30.0,26.4,33.4,69.4,10.0,62.6,30.8,62.4,41.2,30.0,20.0,82.8,30.0,41.2,70.0,60.0,50.0,71.6,41.6,30.0,87.4
53.2,112.6,50.0,30.0,71.4,13.2,34.2,57.0,28.8,54.4,15.2,60.0,80.2,50.6,40.0,35.2,40.0,54.8,46.6,87.0,69.4,20.0,50.0,77.8,50.0,75.6,61.8,32.0,30.0,20.2,32.8,40.8,40.0,47.2,67.8,56.2,89.2,33.0,50.8,20.0
31.4,66.8,66.0,30.0,80.8,5.6,30.2,80.4,40.2,60.0,34.0,6.6,54.0,30.0,55.8,30.0,10.0,86.0,0.0,17.4,70.4,28.4,32.4,52.4,30.8,36.4,70.0,50.0,36.4,95.8,10.4,27.2,60.0,60.0,56.2,41.2,10.0,30.0,74.4,30.0
30.4,21.6,56.6,52.4,11.6,39.8,30.8,48.6,20.0,0.0,101.0,20.0,46.0,24.0,9.4,50.0,50.0,60.2,39.0,69.2,50.0,54.6,20.0,12.4,33.6,12.8,63.6,20.0,34.8,14.0,60.0,40.0,86.8,47.4,59.6,50.0,60.0,21.6,20.0,13.2
97.4,86.2,59.2,40.0,44.0,30.0,1.6,30.0,60.0,57.4,54.8,20.0,95.6,50.8,32.4,76.6,31.6,45.4,6.4,82.8,73.4,35.6,30.0,50.0,72.8,73.6,41.6,70.2,51.6,40.0,0.0,103.6,50.8,10.0,40.0,58.4,40.0,20.0,27.6,10.0
4.8,50.0,40.4,45.6,48.8,21.6,15.6,19.6,28.8,60.6,77.0,0.0,75.0,64.4,89.6,16.4,40.0,31.6,34.4,30.8,86.8,43.2,40.0,80.0,44.2,60.0,60.0,30.4,30.8,20.0,37.4,58.0,66.0,10.0,10.0,34.8,53.2,40.0,25.6,66.8
67.6,34.8,28.0,40.0,54.0,20.0,52.8,35.8,43.2,41.6,56.6,30.0,62.0,32.0,44.8,70.0,46.4,52.4,53.2,31.2,20.0,82.2,85.2,21.2,34.6,46.4,24.4,20.8,20.0,40.0,40.0,53.2,73.2,30.0,52.4,90.0,0.0,105.6,74.0,10.8
50.0,30.8,109.6,30.0,32.4,31.6,46.0,13.2,27.6,46.4,33.0,53.6,43.2,50.8,10.0,20.0,81.2,30.4,52.0,74.0,28.4,75.2,20.0,64.0,98.2,20.0,53.6,21.6,80.0,72.0,68.6,74.6,42.4,44.0,100.2,42.8,43.2,44.4,36.0,60.0
45.6,51.4,10.0,28.6,172.6,53.2,49.6,10.4,20.8,70.0,30.2,40.0,65.0,40.0,63.6,26.0,10.8,20.8,45.2,119.8,12.4,30.0,20.0,11.6,10.0,60.4,52.6,42.8,99.0,64.6,44.6,44.8,20.0,44.8,17.2,10.8,40.0,33.6,52.8,25.8
213.8,68.4,32.4,30.0,56.6,63.8,66.4,74.8,10.0,52.4,55.8,169.0,65.6,56.8,46.4,6.4,74.4,63.6,0.0,20.0,35.6,21.0,94.6,40.4,60.4,10.0,15.6,109.8,34.4,23.4,40.0,30.8,3.4,10.0,40.8,58.4,20.0,38.8,53.2,64.0
100.2,35.6,38.0,58.4,30.0,50.4,24.0,37.6,77.8,30.8,35.6,30.0,15.0,132.4,35.8,36.8,30.0,31.6,22.2,45.2,20.0,40.0,43.8,40.0,45.6,84.4,20.0,32.4,60.4,36.8,12.8,50.6,51.2,20.0,63.2,56.4,30.0,72.8,13.2,21.8
91.6,26.4,30.0,9.6,30.0,70.8,45.4,70.0,38.0,48.8,12.0,112.6,10.0,97.4,30.0,22.4,31.6,30.0,44.8,48.2,35.6,26.4,67.2,40.0,56.8,20.0,100.4,44.8,60.0,9.8,74.4,42.0,79.8,19.0,26.4,30.0,57.8,61.8,48.8,20.0
56.4,50.8,61.4,36.8,40.0,50.0,12.8,52.4,41.6,40.0,41.6,0.0,40.0,41.4,20.0,46.6,88.2,118.8,10.2,11.6,21.6,67.4,20.0,59.8,58.6,70.8,0.0,20.0,39.2,101.6,40.0,20.0,24.0,8.0,20.0,77.2,55.6,69.6,68.4,71.4
0.0,41.6,118.4,40.8,46.4,20.0,40.0,40.0,67.2,58.8,50.0,81.2,34.0,81.4,40.0,10.4,46.8,56.8,53.2,45.8,20.0,39.2,40.0,14.0,66.4,30.0,40.8,112.4,49.6,30.8,20.0,60.8,44.8,30.0,55.6,44.0,14.0,65.0,44.4,18.0
60.0,0.0,30.0,38.4,60.4,30.0,34.6,40.4,70.0,30.0,81.2,47.2,34.4,34.8,79.8,78.4,40.0,119.8,66.0,56.4,30.0,54.0,50.0,10.0,32.4,38.0,25.6,26.2,60.0,61.4,34.4,60.0,20.8,30.0,62.4,45.8,100.6,93.8,20.0,72.8
36.0,21.6,37.4,148.8,23.2,92.2,133.8,60.0,50.0,20.0,37.8,30.0,20.0,10.0,48.0,46.4,34.8,23.2,36.4,29.6,10.0,101.8,59.6,51.4,79.0,74.2,67.0,40.0,36.0,40.0,30.0,60.0,31.2,10.0,59.0,44.4,30.8,20.0,40.0,27.2
20.0,68.8,126.4,12.0,12.8,31.6,50.0,40.0,61.2,86.2,52.2,30.0,50.0,0.0,84.2,20.8,94.6,43.4,40.0,38.0,34.8,21.6,30.0,125.2,1.6,22.0,64.0,45.6,57.2,0.0,72.8,159.0,52.0,40.8,39.2,20.0,38.4,36.4,32.8,43.2
40.0,56.0,140.6,57.4,39.2,20.8,27.2,70.0,80.0,126.6,30.2,78.4,50.0,20.0,118.2,64.8,30.0,10.0,41.2,40.0,62.0,153.6,40.0,16.4,84.8,35.6,56.8,36.4,40.0,36.8,40.0,49.6,40.0,157.8,30.0,134.6,35.6,40.0,70.0,4.0
40.0,101.2,64.0,30.4,77.2,60.0,102.8,102.2,51.8,49.4,65.8,30.0,30.8,28.0,20.0,65.4,164.2,51.2,34.2,67.6,28.8,65.6,48.0,0.0,24.0,66.4,71.8,48.8,39.2,30.8,31.6,50.8,40.0,36.4,20.0,65.4,9.6,58.4,36.8,44.8
77.8,20.0,36.4,99.4,220.8,60.4,32.4,40.0,29.6,20.0,50.8,26.4,20.0,31.2,30.0,109.4,50.0,40.8,40.0,43.6,40.4,20.0,26.4,54.0,77.0,33.2,50.0,23.2,82.0,37.2,79.8,27.8,45.2,58.8,30.0,105.6,37.4,51.0,57.2,135.6
118.8,31.2,149.8,77.2,56.2,48.4,48.0,37.8,40.0,53.0,13.0,30.0,30.0,99.2,95.6,59.6,12.4,50.0,47.2,44.0,18.2,16.4,77.0,94.0,40.0,50.0,73.6,46.4,40.0,32.0,44.4,20.0,30.0,78.0,63.2,33.2,26.8,50.8,66.4,42.4
40.0,30.0,28.2,96.6,20.0,40.0,46.0,52.6,17.2,47.2,30.0,37.6,10.0,80.0,36.4,31.4,108.0,30.6,29.0,126.8,65.6,32.4,21.0,71.2,35.6,25.6,58.8,60.0,20.0,42.4,42.0,50.0,53.8,66.0,20.8,20.0,103.6,66.0,45.6,51.6
74.0,31.6,20.0,13.2,10.0,32.8,10.0,50.0,51.4,60.0,40.0,22.8,30.0,40.0,58.2,11.2,51.6,62.0,82.8,79.0,22.4,20.0,43.8,20.0,34.8,49.6,24.8,28.4,16.4,72.4,39.2,27.8,66.4,10.0,10.0,72.2,35.2,56.2,74.0,51.6
40.0,70.0,33.2,0.0,41.2,38.0,70.4,20.2,23.2,50.0,10.8,62.4,57.6,23.2,20.0,57.8,33.6,60.8,55.8,73.2,42.4,55.6,70.0,95.0,40.0,50.0,20.0,64.8,14.8,34.8,94.0,10.0,31.0,50.6,34.0,39.2,60.8,42.4,73.6,40.0
18.8,28.8,30.0,108.8,50.8,88.2,59.6,94.0,50.0,55.6,12.6,50.0,60.8,40.0,41.6,51.6,30.0,20.8,34.4,52.8,10.0,44.8,69.2,10.0,17.6,38.8,20.8,84.6,30.0,27.8,21.6,39.6,54.4,49.6,71.2,50.0,30.0,60.0,56.4,32.4
42.0,32.2,60.8,32.2,0.4,92.8,63.6,0.0,65.8,40.0,20.2,6.4,112.8,30.2,20.0,27.4,50.0,34.4,50.0,10.0,21.6,52.4,53.2,7.2,60.8,36.4,20.0,30.0,82.2,44.8,58.4,59.8,20.0,22.4,42.8,22.4,30.0,55.0,55.0,62.2
22.0,35.2,46.4,30.0,18.8,40.0,0.0,38.2,56.4,50.0,9.6,40.8,30.0,133.4,40.0,40.0,29.6,10.0,40.0,12.8,57.4,33.6,38.4,41.6,50.0,56.4,26.0,94.4,15.6,13.2,16.4,64.2,20.0,50.0,67.8,11.0,40.0,40.0,57.2,20.0
