66,0,0,0,604,312,0,0,164,0,212,0,0,612,0,47,1500,500,0,1232
340,400,0,384,0,180,304,352,0,476,1008,0,0,0,0,380,472,0,0,100
100,320,376,0,192,552,80,212,0,0,612,0,47,1500,500,0,1232,496,796,24
468,0,1485,621,0,1485,244,0,0,0,0,1500,328,144,348,256,308,790,0,404
1166,1500,696,256,1500,0,0,1500,0,324,1500,0,0,1500,312,100,244,296,1500,1485
0,216,0,0,0,0,0,0,0,0,9,0,348,1500,247,1500,1415,1500,0,0
1248,441,0,0,288,212,432,324,416,20,0,294,1500,200,400,0,1500,0,0,408
273,404,424,260,1500,0,1500,0,16,288,0,0,1500,0,1200,100,8,1500,400,0
0,200,0,0,459,224,1500,1500,1500,0,294,416,0,0,0,0,1153,968,0,0
0,192,540,1500,1256,125,1500,0,500,1347,0,1500,0,0,1500,700,385,444,0,194
380,0,238,1500,0,1500,1276,0,1485,1500,941,1498,0,0,1500,1485,1500,407,597,1382
0,1340,772,1343,0,0,0,280,757,0,1500,0,372,1374,175,1352,1200,471,0,1272
167,64,1109,0,1485,0,424,1180,1500,0,0,1075,0,199,506,97,1459,1290,1392,0
0,1186,602,388,288,492,0,605,209,1100,0,0,0,0,1288,1388,1499,311,0,228
0,980,0,96,325,1258,0,0,0,806,993,16,1485,181,212,0,4,1500,196,767
368,0,50,1500,93,1500,721,974,1006,1500,1500,16,64,0,350,1200,996,1058,228,144
0,1192,131,1500,57,1500,0,239,832,521,701,1500,1482,0,0,1484,0,361,0,1216
1500,1192,1154,929,128,1211,1179,1225,0,1014,292,702,0,272,1500,13,1370,0,420,0
3,1098,0,0,1483,160,1368,1500,1120,0,0,5,48,1500,1473,600,480,1012,640,244
308,0,260,269,704,64,1500,1500,336,0,164,100,9,1500,887,64,1226,1500,1236,1016
0,212,289,685,10,0,929,0,1247,967,921,1204,1137,14,0,13,288,1483,100,228
494,1484,1300,0,1293,0,1500,288,1200,832,0,1300,957,112,1148,20,584,0,0,400
512,942,0,21,0,1500,249,212,626,1500,224,0,400,1500,1259,1464,1027,1400,1495,0
1000,1500,1003,1413,1499,0,819,0,1443,1300,380,1465,0,272,847,1457,400,0,1500,1448
979,0,721,376,678,707,616,48,0,1285,1052,1409,1500,1000,0,300,244,13,1134,1480
1486,0,1181,17,0,0,1246,1333,0,362,0,0,164,494,32,1087,308,17,733,30
1244,48,1500,897,112,0,1485,17,1056,0,328,1283,34,393,0,1293,0,1500,1321,301
180,1484,1198,0,1486,1298,1500,100,0,392,314,160,16,899,190,1490,248,1500,1497,854
807,1007,769,144,1496,328,683,1297,0,0,503,395,464,398,342,1500,400,1500,1300,0
1485,1134,261,0,0,1500,1500,197,0,893,23,0,25,1236,333,1064,0,967,1500,758
1456,348,1486,1286,1286,1357,1460,1500,512,1315,0,0,1500,408,694,1349,1500,1487,1485,1084
2,1500,1252,238,445,1500,1500,1500,402,1475,0,941,100,1500,1500,1500,1500,1486,1300,1022
1500,1200,1200,206,0,1485,0,1480,1500,0,1500,300,180,1352,1304,476,532,1320,100,1500
0,1216,1500,1115,856,168,1107,1062,921,1500,0,1500,854,1286,1500,910,1500,1400,116,949
1285,1271,1500,1500,1486,0,1500,0,1352,1500,0,1016,1479,112,523,0,400,0,1500,1085
1024,1055,1500,1500,397,1309,0,1500,1079,985,993,0,1134,807,0,0,271,1116,1182,0
0,0,1500,1208,1324,1500,1325,577,361,1188,1500,0,335,113,1433,0,1,1197,1300,1129
308,0,0,1500,1288,1488,0,1500,1200,1500,1300,1352,1200,1500,0,1136,1228,0,0,288
0,1500,1500,1310,0,1500,1500,80,0,0,2,0,0,1500,1485,266,1500,0,0,1297
5,1144,748,0,0,1244,1180,412,1500,112,48,1299,618,1208,0,0,1287,0,1500,1500
1364,564,1500,1500,0,1132,1148,1500,1500,216,1336,0,1494,1500,0,1264,1500,0,0,0
1500,1101,1432,347,1332,912,1100,264,1428,1400,0,1500,1500,1320,1226,0,1100,1297,1402,1500
1000,1216,0,112,0,400,0,1500,1500,0,1500,1204,700,0,1500,985,1024,0,1500,544
0,1393,1500,0,1192,1500,1500,862,372,1200,500,1283,0,1500,132,0,1359,318,0,1326
812,0,1180,0,0,1499,1113,1500,1312,1500,0,1336,1500,0,1500,1500,664,309,1500,1500
1500,0,1288,292,1500,1500,1300,1500,280,1500,0,1500,1273,1500,0,1485,0,0,1216,0
1500,1500,1500,1500,0,1500,1480,0,0,0,1500,1500,1200,1500,0,1304,0,1500,297,1488
1500,1400,0,1500,1491,0,940,1288,747,1337,1255,0,0,1201,1267,1427,1216,1485,1111,1500
0,1500,1401,911,1490,0,0,1500,0,0,0,0,837,925,1323,0,1229,1500,1500,0
491,1230,0,1500,1500,1500,971,1099,1255,0,905,1500,1071,1500,1147,938,1500,200,1176,511
