67.6,43.2,44.0,66.4,40.0,21.6,21.2,10.8,62.4,22.8,59.2,0.0,49.2,80.0,82.4,60.4,40.2,20.2,50.0,50.0,20.0,30.4,20.0,70.0,83.2,43.2,41.2,40.0,24.6,10.0,33.2,20.0,82.6,10.0,86.0,61.2,50.0,0.0,30.0,30.6
82.4,55.6,40.0,26.0,62.6,50.0,54.8,61.2,24.0,32.4,13.2,53.8,10.0,86.2,14.6,60.6,20.0,98.2,73.2,30.8,52.0,30.0,104.6,46.8,40.2,66.6,89.4,59.6,20.0,57.6,55.8,30.0,52.0,36.4,126.8,41.6,90.0,30.0,50.0,20.0
8.8,42.4,30.0,58.8,40.8,42.0,3.2,10.0,14.4,67.0,20.8,54.8,30.8,30.0,20.0,30.0,25.6,43.0,20.0,58.0,52.2,32.8,40.0,82.2,148.2,63.0,84.2,8.6,50.0,74.8,26.4,4.0,69.4,101.2,92.8,117.4,40.0,54.8,20.8,74.6
10.0,63.8,20.0,12.4,70.0,119.8,0.0,27.2,41.6,42.2,10.8,29.6,20.0,36.4,62.0,72.4,5.6,30.0,22.4,10.8,111.6,24.0,55.0,84.6,79.8,30.4,36.4,58.8,24.4,52.0,30.0,40.0,102.0,90.4,48.8,29.6,80.8,10.0,10.0,59.0
54.4,20.0,92.4,29.2,38.8,60.8,40.8,48.2,33.6,33.2,60.4,27.2,68.0,90.4,45.8,55.2,17.2,72.0,0.8,32.8,45.6,58.6,26.6,87.4,60.0,74.0,20.0,60.0,56.8,18.0,119.0,39.6,69.8,52.2,0.0,32.8,51.6,102.0,13.2,130.2
70.0,72.0,35.6,31.6,34.0,68.0,52.4,40.8,61.6,68.0,95.2,79.8,54.0,76.0,78.8,10.0,51.6,58.0,22.8,55.2,67.0,99.4,90.8,27.0,54.0,13.2,71.6,0.0,76.2,59.2,50.8,100.2,49.6,37.0,57.2,51.6,101.2,50.0,142.6,28.4
63.4,62.4,63.4,21.4,120.2,89.4,68.2,62.8,58.0,61.8,61.4,0.0,71.2,46.0,36.0,80.8,30.8,112.2,106.6,46.8,144.8,68.2,81.8,85.0,87.2,19.2,117.4,29.2,60.8,10.0,51.6,45.0,77.4,71.6,137.2,66.8,94.0,115.4,56.0,42.4
47.6,80.8,24.8,93.0,74.2,11.0,62.4,87.6,94.8,44.0,40.8,104.0,40.4,39.2,81.0,47.6,97.0,16.0,26.0,73.6,21.4,22.0,23.2,66.4,61.0,10.0,84.8,30.0,30.0,127.6,154.4,50.2,109.2,107.8,42.8,50.0,103.8,58.4,66.0,42.4
47.0,122.4,38.8,58.2,35.2,39.0,53.2,109.2,90.6,17.2,44.4,76.4,28.8,0.0,39.2,175.2,57.6,42.0,20.0,80.2,30.0,56.4,84.8,36.4,131.8,0.0,47.4,74.4,133.6,29.8,136.8,108.6,21.6,125.8,40.0,44.8,8.8,69.6,40.0,54.0
116.8,38.6,56.8,109.2,41.6,93.0,74.0,82.0,83.0,39.0,20.8,46.6,54.4,81.2,118.6,77.6,168.8,41.6,45.0,26.0,96.6,35.2,10.8,99.4,160.4,119.8,60.0,0.0,62.0,55.6,89.8,32.8,140.2,27.2,22.8,50.0,22.4,37.0,89.0,103.8
